"Co_Code","Co_Name","Stock Exchange","NSE Symbol","Industry","Sector","Year End","Equity Paid Up","Net Sales","PAT","PBIDT","Debt-Equity Ratio[Latest]","PBIDTM (%)[Latest]"
13166,"NBCC","NSE","NBCC","Construction - Civil / Turnkey - Large","Realty",201603,120,5827.1,308.8,476.53,0,8.18
13191,"Computech Intl.","NSE","COMPUTECH","Computers - Software - Medium / Small","IT - Software",201103,11.52,0.43,-7.16,-0.17,0,0
13191,"Computech Intl.","NSE","COMPUTECH","Computers - Software - Medium / Small","IT - Software",201203,11.52,0,-6.16,-0.05,0,0
13212,"Prestige Estates","NSE","PRESTIGE","Construction - Housing - Medium / Small","Realty",201103,328.07,1385,203.55,400.27,0.74,24.99
13212,"Prestige Estates","NSE","PRESTIGE","Construction - Housing - Medium / Small","Realty",201203,328.07,745.47,129.07,290.65,0.74,24.99
13212,"Prestige Estates","NSE","PRESTIGE","Construction - Housing - Medium / Small","Realty",201303,350,1512.37,276.07,511.28,0.74,24.99
13212,"Prestige Estates","NSE","PRESTIGE","Construction - Housing - Medium / Small","Realty",201403,350,2005.19,340.02,649.81,0.74,24.99
13212,"Prestige Estates","NSE","PRESTIGE","Construction - Housing - Medium / Small","Realty",201503,375,2449.62,414.23,821.01,0.74,24.99
13212,"Prestige Estates","NSE","PRESTIGE","Construction - Housing - Medium / Small","Realty",201603,375,2655.98,361.81,663.71,0.74,24.99
13214,"Cerebra Integr.","NSE","CEREBRAINT","Computers - Peripherals / Accessories","IT - Hardware",201109,36.88,71.95,1.21,1.54,0.15,1.58
13214,"Cerebra Integr.","NSE","CEREBRAINT","Computers - Peripherals / Accessories","IT - Hardware",201209,48.1,95.13,3.83,4.78,0.15,1.58
13214,"Cerebra Integr.","NSE","CEREBRAINT","Computers - Peripherals / Accessories","IT - Hardware",201309,48.1,122.84,3.57,3.34,0.15,1.58
13214,"Cerebra Integr.","NSE","CEREBRAINT","Computers - Peripherals / Accessories","IT - Hardware",201403,48.1,61.17,0.01,0.15,0.15,1.58
13214,"Cerebra Integr.","NSE","CEREBRAINT","Computers - Peripherals / Accessories","IT - Hardware",201503,84.34,129.82,-0.76,0.13,0.15,1.58
13214,"Cerebra Integr.","NSE","CEREBRAINT","Computers - Peripherals / Accessories","IT - Hardware",201603,96.42,133.91,1,2.12,0.15,1.58
13240,"India Power Corp","NSE","DPSCLTD","Power Generation And Supply","Power Generation & Distribution",201103,4.23,406.57,5.67,19.14,0.67,16.35
13240,"India Power Corp","NSE","DPSCLTD","Power Generation And Supply","Power Generation & Distribution",201203,97.38,541.46,11.81,35.14,0.67,16.35
13240,"India Power Corp","NSE","DPSCLTD","Power Generation And Supply","Power Generation & Distribution",201303,97.38,649.82,27.59,72.39,0.67,16.35
13240,"India Power Corp","NSE","DPSCLTD","Power Generation And Supply","Power Generation & Distribution",201403,97.38,694.53,29.24,94.16,0.67,16.35
13240,"India Power Corp","NSE","DPSCLTD","Power Generation And Supply","Power Generation & Distribution",201503,97.38,627.36,24.18,96.25,0.67,16.35
13240,"India Power Corp","NSE","DPSCLTD","Power Generation And Supply","Power Generation & Distribution",201603,97.38,585.58,31.9,95.73,0.67,16.35
13267,"Morarjee Text.","NSE","MORARJEE","Textiles - Others","Textiles",201103,36.33,330.03,4.63,47.98,2,16.63
13267,"Morarjee Text.","NSE","MORARJEE","Textiles - Others","Textiles",201203,25.43,290.61,3.11,43.96,2,16.63
13267,"Morarjee Text.","NSE","MORARJEE","Textiles - Others","Textiles",201303,25.43,364.07,23.94,65.36,2,16.63
13267,"Morarjee Text.","NSE","MORARJEE","Textiles - Others","Textiles",201403,25.43,391.94,28.19,75.83,2,16.63
13267,"Morarjee Text.","NSE","MORARJEE","Textiles - Others","Textiles",201503,25.43,365.23,20.72,61.01,2,16.63
13267,"Morarjee Text.","NSE","MORARJEE","Textiles - Others","Textiles",201603,25.43,336.75,16.52,56.15,2,16.63
13320,"Lokesh Mach.","NSE","LOKESHMACH","Machine Tools - Others","Capital Goods-Non Electrical Equipment",201103,11.78,146.39,7.09,30.74,1.05,17.82
13320,"Lokesh Mach.","NSE","LOKESHMACH","Machine Tools - Others","Capital Goods-Non Electrical Equipment",201203,11.78,163.94,7.6,36.06,1.05,17.82
13320,"Lokesh Mach.","NSE","LOKESHMACH","Machine Tools - Others","Capital Goods-Non Electrical Equipment",201303,11.78,143.17,1.06,31.95,1.05,17.82
13320,"Lokesh Mach.","NSE","LOKESHMACH","Machine Tools - Others","Capital Goods-Non Electrical Equipment",201403,11.78,111.8,0.46,29.08,1.05,17.82
13320,"Lokesh Mach.","NSE","LOKESHMACH","Machine Tools - Others","Capital Goods-Non Electrical Equipment",201503,11.78,118.14,0.75,29.4,1.05,17.82
13320,"Lokesh Mach.","NSE","LOKESHMACH","Machine Tools - Others","Capital Goods-Non Electrical Equipment",201603,14.71,121.08,2.14,26.29,1.05,17.82
13362,"Pokarna","NSE","POKARNA","Granite & Marble - Large","Miscellaneous",201103,6.2,135.48,1.28,18.83,0.82,26.1
13362,"Pokarna","NSE","POKARNA","Granite & Marble - Large","Miscellaneous",201203,6.2,139.86,1.01,20.16,0.82,26.1
13362,"Pokarna","NSE","POKARNA","Granite & Marble - Large","Miscellaneous",201303,6.2,156.02,3.65,24.78,0.82,26.1
13362,"Pokarna","NSE","POKARNA","Granite & Marble - Large","Miscellaneous",201403,6.2,169.22,4.88,28.01,0.82,26.1
13362,"Pokarna","NSE","POKARNA","Granite & Marble - Large","Miscellaneous",201503,6.2,190.63,16.25,49.51,0.82,26.1
13362,"Pokarna","NSE","POKARNA","Granite & Marble - Large","Miscellaneous",201603,6.2,192.92,17.25,50.91,0.82,26.1
13369,"Mahanagar Gas","NSE","MGL","Gas Distribution","Gas Distribution",201103,89.34,840.3,225.51,388.62,0.01,24.31
13369,"Mahanagar Gas","NSE","MGL","Gas Distribution","Gas Distribution",201203,89.34,1309.03,307.74,518.1,0.01,24.31
13369,"Mahanagar Gas","NSE","MGL","Gas Distribution","Gas Distribution",201303,89.34,1514.38,298.51,514.54,0.01,24.31
13369,"Mahanagar Gas","NSE","MGL","Gas Distribution","Gas Distribution",201403,89.34,1885.15,297.25,522.71,0.01,24.31
13369,"Mahanagar Gas","NSE","MGL","Gas Distribution","Gas Distribution",201503,89.34,2094.92,301,530.41,0.01,24.31
13369,"Mahanagar Gas","NSE","MGL","Gas Distribution","Gas Distribution",201603,89.34,2078.93,308.69,555.66,0.01,24.31
13410,"Arih.Found.Hsg.","NSE","ARIHANT","Construction - Housing - Medium / Small","Realty",201109,8.6,117.89,2.52,11.72,0.95,10.92
13410,"Arih.Found.Hsg.","NSE","ARIHANT","Construction - Housing - Medium / Small","Realty",201209,8.6,133.53,2.13,11.57,0.95,10.92
13410,"Arih.Found.Hsg.","NSE","ARIHANT","Construction - Housing - Medium / Small","Realty",201309,8.6,63.7,1.67,11.06,0.95,10.92
13410,"Arih.Found.Hsg.","NSE","ARIHANT","Construction - Housing - Medium / Small","Realty",201412,8.6,66.08,1.29,15.12,0.95,10.92
13410,"Arih.Found.Hsg.","NSE","ARIHANT","Construction - Housing - Medium / Small","Realty",201603,8.6,71.8,-5.22,7.84,0.95,10.92
13415,"Kamper Concast","NSE","KAMPERCONC","Steel - Rolling","Steel",201103,9.42,32.31,-0.48,-0.23,0,-13.33
13415,"Kamper Concast","NSE","KAMPERCONC","Steel - Rolling","Steel",201203,9.42,34.73,-3.04,-2.82,0,-13.33
13415,"Kamper Concast","NSE","KAMPERCONC","Steel - Rolling","Steel",201303,9.42,50.69,0.01,0.19,0,-13.33
13415,"Kamper Concast","NSE","KAMPERCONC","Steel - Rolling","Steel",201403,9.42,51.11,-5.3,-5.09,0,-13.33
13415,"Kamper Concast","NSE","KAMPERCONC","Steel - Rolling","Steel",201503,9.42,44.04,-6.6,-6.3,0,-13.33
13425,"Cyber Media Ind","NSE","CYBERMEDIA","Entertainment - Electronic Media","Online Media",201103,10,48.38,0.37,4.05,1,-90.77
13425,"Cyber Media Ind","NSE","CYBERMEDIA","Entertainment - Electronic Media","Online Media",201203,10.5,43.97,0.41,5.5,1,-90.77
13425,"Cyber Media Ind","NSE","CYBERMEDIA","Entertainment - Electronic Media","Online Media",201303,10.5,31.73,-2.41,1.71,1,-90.77
13425,"Cyber Media Ind","NSE","CYBERMEDIA","Entertainment - Electronic Media","Online Media",201403,10.5,24.14,-0.59,4.53,1,-90.77
13425,"Cyber Media Ind","NSE","CYBERMEDIA","Entertainment - Electronic Media","Online Media",201503,10.5,16.35,-5.9,-2.07,1,-90.77
13425,"Cyber Media Ind","NSE","CYBERMEDIA","Entertainment - Electronic Media","Online Media",201603,10.5,10.94,-11.14,-9.93,1,-90.77
13504,"Ajanta Pharma","NSE","AJANTPHARM","Pharmaceuticals - Indian - Formulations","Pharmaceuticals",201103,11.8,457.15,46.45,91.23,0.08,38.17
13504,"Ajanta Pharma","NSE","AJANTPHARM","Pharmaceuticals - Indian - Formulations","Pharmaceuticals",201203,11.8,599.18,66.49,124.44,0.08,38.17
13504,"Ajanta Pharma","NSE","AJANTPHARM","Pharmaceuticals - Indian - Formulations","Pharmaceuticals",201303,11.8,839.2,101.12,214.69,0.08,38.17
13504,"Ajanta Pharma","NSE","AJANTPHARM","Pharmaceuticals - Indian - Formulations","Pharmaceuticals",201403,17.67,1109.92,220.86,363.25,0.08,38.17
13504,"Ajanta Pharma","NSE","AJANTPHARM","Pharmaceuticals - Indian - Formulations","Pharmaceuticals",201503,17.68,1356.2,306.37,499.31,0.08,38.17
13504,"Ajanta Pharma","NSE","AJANTPHARM","Pharmaceuticals - Indian - Formulations","Pharmaceuticals",201603,17.69,1551.76,414.48,598.2,0.08,38.17
13561,"Archies","NSE","ARCHIES","Trading - Medium / Small","Trading",201103,6.76,188.19,10.83,23.2,0.1,5.89
13561,"Archies","NSE","ARCHIES","Trading - Medium / Small","Trading",201203,6.76,201.13,9.5,22.27,0.1,5.89
13561,"Archies","NSE","ARCHIES","Trading - Medium / Small","Trading",201303,6.76,201.28,7.01,17.63,0.1,5.89
13561,"Archies","NSE","ARCHIES","Trading - Medium / Small","Trading",201403,6.76,196.3,5.24,15.58,0.1,5.89
13561,"Archies","NSE","ARCHIES","Trading - Medium / Small","Trading",201503,6.76,195.68,4.12,15.69,0.1,5.89
13561,"Archies","NSE","ARCHIES","Trading - Medium / Small","Trading",201603,6.76,194.73,2.89,11.52,0.1,5.89
13649,"Blue Chip India","NSE","BLUECHIP","Finance - Small","Finance",201103,11.06,148.33,-1.95,-2.64,0,1.35
13649,"Blue Chip India","NSE","BLUECHIP","Finance - Small","Finance",201203,11.06,60.87,0.77,0.35,0,1.35
13649,"Blue Chip India","NSE","BLUECHIP","Finance - Small","Finance",201303,11.06,33.85,0.15,0.39,0,1.35
13649,"Blue Chip India","NSE","BLUECHIP","Finance - Small","Finance",201403,11.06,4.11,0.1,0.18,0,1.35
13649,"Blue Chip India","NSE","BLUECHIP","Finance - Small","Finance",201503,11.06,7.33,0.02,0.22,0,1.35
13649,"Blue Chip India","NSE","BLUECHIP","Finance - Small","Finance",201603,11.06,2.23,0.01,0.03,0,1.35
13660,"Cyient","NSE","CYIENT","Computers - Software - Medium / Small","IT - Software",201103,55.64,647.67,117.88,169.07,0,28.61
13660,"Cyient","NSE","CYIENT","Computers - Software - Medium / Small","IT - Software",201203,55.71,863.8,158.6,264.56,0,28.61
13660,"Cyient","NSE","CYIENT","Computers - Software - Medium / Small","IT - Software",201303,55.8,1051.56,184.34,317.81,0,28.61
13660,"Cyient","NSE","CYIENT","Computers - Software - Medium / Small","IT - Software",201403,55.98,1224.49,254.91,396.73,0,28.61
13660,"Cyient","NSE","CYIENT","Computers - Software - Medium / Small","IT - Software",201503,56.18,1294.01,271.16,405.37,0,28.61
13660,"Cyient","NSE","CYIENT","Computers - Software - Medium / Small","IT - Software",201603,56.24,1245.56,233.45,356.33,0,28.61
13673,"Goldstone Tech.","NSE","GOLDTECH","Computers - Software - Medium / Small","IT - Software",201103,18.78,23.16,0.97,4.23,0.23,0.88
13673,"Goldstone Tech.","NSE","GOLDTECH","Computers - Software - Medium / Small","IT - Software",201203,18.78,24.29,1.64,4.99,0.23,0.88
13673,"Goldstone Tech.","NSE","GOLDTECH","Computers - Software - Medium / Small","IT - Software",201303,18.78,28.76,2.06,5.65,0.23,0.88
13673,"Goldstone Tech.","NSE","GOLDTECH","Computers - Software - Medium / Small","IT - Software",201403,18.78,26.18,1.08,6.84,0.23,0.88
13673,"Goldstone Tech.","NSE","GOLDTECH","Computers - Software - Medium / Small","IT - Software",201503,18.78,29.07,-3.8,4.66,0.23,0.88
13673,"Goldstone Tech.","NSE","GOLDTECH","Computers - Software - Medium / Small","IT - Software",201603,18.78,23.74,-0.87,0.2,0.23,0.88
13683,"Nitco","NSE","NITCO","Ceramics - Tiles","Ceramic Products",201103,32.12,712.33,26.3,79.15,0,-0.73
13683,"Nitco","NSE","NITCO","Ceramics - Tiles","Ceramic Products",201203,32.6,937.5,-55.45,52.32,0,-0.73
13683,"Nitco","NSE","NITCO","Ceramics - Tiles","Ceramic Products",201303,32.6,850.42,-231.34,-39.64,0,-0.73
13683,"Nitco","NSE","NITCO","Ceramics - Tiles","Ceramic Products",201403,54.7,813.25,-211.23,-25.55,0,-0.73
13683,"Nitco","NSE","NITCO","Ceramics - Tiles","Ceramic Products",201503,54.7,874.08,-127.22,-22.77,0,-0.73
13683,"Nitco","NSE","NITCO","Ceramics - Tiles","Ceramic Products",201603,54.7,822.74,-62.77,-6.27,0,-0.73
13706,"Growth Techno","NSE","GROWTECHNO","Construction - Housing - Medium / Small","Realty",201103,21.45,0,-0.04,-0.04,6.56,0
13706,"Growth Techno","NSE","GROWTECHNO","Construction - Housing - Medium / Small","Realty",201203,21.45,0,-0.05,-0.05,6.56,0
13786,"Technofab Engg.","NSE","TECHNOFAB","Engineering - Turnkey Services","Infrastructure Developers & Operators",201103,10.49,290.08,26.03,44.63,0.45,8.01
13786,"Technofab Engg.","NSE","TECHNOFAB","Engineering - Turnkey Services","Infrastructure Developers & Operators",201203,10.49,377.33,34.17,55.16,0.45,8.01
13786,"Technofab Engg.","NSE","TECHNOFAB","Engineering - Turnkey Services","Infrastructure Developers & Operators",201303,10.49,426.3,32.53,62.26,0.45,8.01
13786,"Technofab Engg.","NSE","TECHNOFAB","Engineering - Turnkey Services","Infrastructure Developers & Operators",201403,10.49,407.24,6.91,29.04,0.45,8.01
13786,"Technofab Engg.","NSE","TECHNOFAB","Engineering - Turnkey Services","Infrastructure Developers & Operators",201503,10.49,419.89,8.45,31.63,0.45,8.01
13786,"Technofab Engg.","NSE","TECHNOFAB","Engineering - Turnkey Services","Infrastructure Developers & Operators",201603,10.49,463.11,11.55,39.17,0.45,8.01
13819,"Manaksia","NSE","MANAKSIA","Metal - Others","Non Ferrous Metals",201103,13.11,931.98,29.26,91.68,0,116.16
13819,"Manaksia","NSE","MANAKSIA","Metal - Others","Non Ferrous Metals",201203,13.11,1084.14,7.31,63.87,0,116.16
13819,"Manaksia","NSE","MANAKSIA","Metal - Others","Non Ferrous Metals",201303,13.11,1183.67,27.51,93.03,0,116.16
13819,"Manaksia","NSE","MANAKSIA","Metal - Others","Non Ferrous Metals",201403,13.11,570.73,23.01,57.25,0,116.16
13819,"Manaksia","NSE","MANAKSIA","Metal - Others","Non Ferrous Metals",201503,13.11,0.64,7.37,10.05,0,116.16
13819,"Manaksia","NSE","MANAKSIA","Metal - Others","Non Ferrous Metals",201603,13.11,25.81,23.15,29.99,0,116.16
13863,"MOIL","NSE","MOIL","Mining / Minerals","Mining & Mineral products",201103,168,1139.97,588.06,912.67,0,50.85
13863,"MOIL","NSE","MOIL","Mining / Minerals","Mining & Mineral products",201203,168,899.58,410.77,636.55,0,50.85
13863,"MOIL","NSE","MOIL","Mining / Minerals","Mining & Mineral products",201303,168,967.12,431.72,669.81,0,50.85
13863,"MOIL","NSE","MOIL","Mining / Minerals","Mining & Mineral products",201403,168,1021.28,509.56,804.5,0,50.85
13863,"MOIL","NSE","MOIL","Mining / Minerals","Mining & Mineral products",201503,168,823.25,428.01,695.65,0,50.85
13863,"MOIL","NSE","MOIL","Mining / Minerals","Mining & Mineral products",201603,168,628.74,172.98,322.72,0,50.85
13868,"G M D C","NSE","GMDCLTD","Mining / Minerals","Mining & Mineral products",201103,63.6,1421.1,375.07,689.97,0,38.18
13868,"G M D C","NSE","GMDCLTD","Mining / Minerals","Mining & Mineral products",201203,63.6,1630.7,486.83,833.48,0,38.18
13868,"G M D C","NSE","GMDCLTD","Mining / Minerals","Mining & Mineral products",201303,63.6,1674.69,600.84,1021.07,0,38.18
13868,"G M D C","NSE","GMDCLTD","Mining / Minerals","Mining & Mineral products",201403,63.6,1289.66,439.13,754.29,0,38.18
13868,"G M D C","NSE","GMDCLTD","Mining / Minerals","Mining & Mineral products",201503,63.6,1418.88,500.33,774.82,0,38.18
13868,"G M D C","NSE","GMDCLTD","Mining / Minerals","Mining & Mineral products",201603,63.6,1189.4,239.97,468.07,0,38.18
13872,"Suzlon Energy","NSE","SUZLON","Electric Equipment - Gensets / Turbines","Capital Goods - Electrical Equipment",201103,355.47,4357.55,-185.66,554.72,22.25,22.31
13872,"Suzlon Energy","NSE","SUZLON","Electric Equipment - Gensets / Turbines","Capital Goods - Electrical Equipment",201203,355.47,6853.52,-505.38,567.93,22.25,22.31
13872,"Suzlon Energy","NSE","SUZLON","Electric Equipment - Gensets / Turbines","Capital Goods - Electrical Equipment",201303,355.47,1753.67,-2989.8,-1542.02,22.25,22.31
13872,"Suzlon Energy","NSE","SUZLON","Electric Equipment - Gensets / Turbines","Capital Goods - Electrical Equipment",201403,497.63,3064.72,-924.47,470.39,22.25,22.31
13872,"Suzlon Energy","NSE","SUZLON","Electric Equipment - Gensets / Turbines","Capital Goods - Electrical Equipment",201503,741.54,2270.3,-6032.34,-4655.14,22.25,22.31
13872,"Suzlon Energy","NSE","SUZLON","Electric Equipment - Gensets / Turbines","Capital Goods - Electrical Equipment",201603,1004.1,5939.36,46.75,899.25,22.25,22.31
13967,"Blue Bird (I)","NSE","BLUEBIRD","Printing & Stationery","Media - Print/Television/Radio",201103,35,10.71,-415.38,-319.59,0,-1237.82
13973,"Poly Medicure","NSE","POLYMED","Medical Accessories / Disposables","Healthcare",201103,11.01,169.67,21.69,37.64,0.37,23.7
13973,"Poly Medicure","NSE","POLYMED","Medical Accessories / Disposables","Healthcare",201203,11.01,208.92,19.26,46.66,0.37,23.7
13973,"Poly Medicure","NSE","POLYMED","Medical Accessories / Disposables","Healthcare",201303,11.01,252.24,24.03,52.74,0.37,23.7
13973,"Poly Medicure","NSE","POLYMED","Medical Accessories / Disposables","Healthcare",201403,22.03,312.33,43.03,85.07,0.37,23.7
13973,"Poly Medicure","NSE","POLYMED","Medical Accessories / Disposables","Healthcare",201503,22.06,373.69,61.02,112.39,0.37,23.7
13973,"Poly Medicure","NSE","POLYMED","Medical Accessories / Disposables","Healthcare",201603,22.06,394.47,47.31,94.83,0.37,23.7
14001,"TVS Elec.","NSE","TVSELECT","Computers - Peripherals / Accessories","IT - Hardware",201103,17.67,181.61,1.54,10.82,1.09,2.98
14001,"TVS Elec.","NSE","TVSELECT","Computers - Peripherals / Accessories","IT - Hardware",201203,17.67,216.61,1.4,13.03,1.09,2.98
14001,"TVS Elec.","NSE","TVSELECT","Computers - Peripherals / Accessories","IT - Hardware",201303,17.67,235.24,-8.01,10.79,1.09,2.98
14001,"TVS Elec.","NSE","TVSELECT","Computers - Peripherals / Accessories","IT - Hardware",201403,18.02,247.42,0.4,13.75,1.09,2.98
14001,"TVS Elec.","NSE","TVSELECT","Computers - Peripherals / Accessories","IT - Hardware",201503,18.02,270.06,2.29,17.06,1.09,2.98
14001,"TVS Elec.","NSE","TVSELECT","Computers - Peripherals / Accessories","IT - Hardware",201603,18.55,593.5,4.31,19.76,1.09,2.98
14138,"Suprem.Tex Mart","NSE","SUPREMETEX","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201103,25.94,567.02,9.57,72.68,0,-30.93
14138,"Suprem.Tex Mart","NSE","SUPREMETEX","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201203,32.21,844.79,15.85,92.22,0,-30.93
14138,"Suprem.Tex Mart","NSE","SUPREMETEX","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201303,32.23,893.58,16.05,91.35,0,-30.93
14138,"Suprem.Tex Mart","NSE","SUPREMETEX","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201403,34.06,830.42,1.15,77.06,0,-30.93
14138,"Suprem.Tex Mart","NSE","SUPREMETEX","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201503,34.06,429.82,-208.34,-114.52,0,-30.93
14138,"Suprem.Tex Mart","NSE","SUPREMETEX","Textiles - Spinning/Cotton/Blended Yarn - Ring Spg","Textiles",201603,34.06,350.41,-178.84,-108.42,0,-30.93
14155,"Subex","NSE","SUBEX","Computers - Software - Medium / Small","IT - Software",201103,69.31,313.55,71.51,119.3,0.87,16.71
14155,"Subex","NSE","SUBEX","Computers - Software - Medium / Small","IT - Software",201203,69.31,329.01,2.4,46.08,0.87,16.71
14155,"Subex","NSE","SUBEX","Computers - Software - Medium / Small","IT - Software",201303,166.64,265.56,-34.56,16.75,0.87,16.71
14155,"Subex","NSE","SUBEX","Computers - Software - Medium / Small","IT - Software",201403,166.64,293.67,-29.53,31.84,0.87,16.71
14155,"Subex","NSE","SUBEX","Computers - Software - Medium / Small","IT - Software",201503,182.92,305.67,-28.4,27.45,0.87,16.71
14155,"Subex","NSE","SUBEX","Computers - Software - Medium / Small","IT - Software",201603,502.81,296.24,-131.95,-88.04,0.87,16.71
14181,"California Soft.","NSE","CALSOFT","Computers - Software - Medium / Small","IT - Software",201103,12.37,72.38,-7.8,-0.05,0,0
14181,"California Soft.","NSE","CALSOFT","Computers - Software - Medium / Small","IT - Software",201203,12.37,16.31,-65.22,-50.26,0,0
14181,"California Soft.","NSE","CALSOFT","Computers - Software - Medium / Small","IT - Software",201303,12.37,15.29,-24.06,-14.13,0,0
14181,"California Soft.","NSE","CALSOFT","Computers - Software - Medium / Small","IT - Software",201403,12.37,4.64,-18.56,-6.46,0,0
14181,"California Soft.","NSE","CALSOFT","Computers - Software - Medium / Small","IT - Software",201503,12.37,0,-12.12,-0.55,0,0
14181,"California Soft.","NSE","CALSOFT","Computers - Software - Medium / Small","IT - Software",201603,12.37,0,-1.3,5.7,0,0
14185,"Ortel Commu.","NSE","ORTEL","Entertainment - Electronic Media","Entertainment",201103,23.26,95.26,-14.26,23.15,1.19,30.43
14185,"Ortel Commu.","NSE","ORTEL","Entertainment - Electronic Media","Entertainment",201203,23.26,119.33,-12.11,36.82,1.19,30.43
14185,"Ortel Commu.","NSE","ORTEL","Entertainment - Electronic Media","Entertainment",201303,23.28,119.8,-22.79,24.19,1.19,30.43
14185,"Ortel Commu.","NSE","ORTEL","Entertainment - Electronic Media","Entertainment",201403,23.29,128.5,-13.79,29.51,1.19,30.43
14185,"Ortel Commu.","NSE","ORTEL","Entertainment - Electronic Media","Entertainment",201503,30.37,154.79,5.6,48.37,1.19,30.43
14185,"Ortel Commu.","NSE","ORTEL","Entertainment - Electronic Media","Entertainment",201603,30.37,187.7,11.93,57.12,1.19,30.43
14192,"Eon Elect.","NSE","EON","Electric Equipment - Switchgears/Relays/Circuits","Capital Goods - Electrical Equipment",201103,16.95,38.74,266.04,353.06,0.58,1.11
14192,"Eon Elect.","NSE","EON","Electric Equipment - Switchgears/Relays/Circuits","Capital Goods - Electrical Equipment",201203,16.06,56.15,-16.93,-13.03,0.58,1.11
14192,"Eon Elect.","NSE","EON","Electric Equipment - Switchgears/Relays/Circuits","Capital Goods - Electrical Equipment",201303,8.03,156.14,-19.8,-14.17,0.58,1.11
14192,"Eon Elect.","NSE","EON","Electric Equipment - Switchgears/Relays/Circuits","Capital Goods - Electrical Equipment",201403,8.03,136.72,-23.44,-15.49,0.58,1.11
14192,"Eon Elect.","NSE","EON","Electric Equipment - Switchgears/Relays/Circuits","Capital Goods - Electrical Equipment",201503,8.03,129.17,-20.44,-9.45,0.58,1.11
14192,"Eon Elect.","NSE","EON","Electric Equipment - Switchgears/Relays/Circuits","Capital Goods - Electrical Equipment",201603,8.03,174.67,-4.02,7.18,0.58,1.11
14222,"Gati","NSE","GATI","Couriers","Logistics",201106,17.2,904.77,14.3,96.58,0.46,11.55
14222,"Gati","NSE","GATI","Couriers","Logistics",201206,17.32,704.68,72,170.08,0.46,11.55
14222,"Gati","NSE","GATI","Couriers","Logistics",201306,17.32,161.29,25.36,24.25,0.46,11.55
14222,"Gati","NSE","GATI","Couriers","Logistics",201403,17.45,252.14,20.56,21.61,0.46,11.55
14222,"Gati","NSE","GATI","Couriers","Logistics",201503,17.5,443.25,23.87,49.69,0.46,11.55
14222,"Gati","NSE","GATI","Couriers","Logistics",201603,17.55,485.15,19.82,56.05,0.46,11.55
14266,"JP Power Ven.","NSE","JPPOWER","Power Generation And Supply","Power Generation & Distribution",201103,2095.68,747.98,165.11,749.81,2.69,60.91
14266,"JP Power Ven.","NSE","JPPOWER","Power Generation And Supply","Power Generation & Distribution",201203,2624.76,1631.27,402.95,1552.49,2.69,60.91
14266,"JP Power Ven.","NSE","JPPOWER","Power Generation And Supply","Power Generation & Distribution",201303,2938,2275.37,329.15,1797.09,2.69,60.91
14266,"JP Power Ven.","NSE","JPPOWER","Power Generation And Supply","Power Generation & Distribution",201403,2938,2702.73,19.73,1907.71,2.69,60.91
14266,"JP Power Ven.","NSE","JPPOWER","Power Generation And Supply","Power Generation & Distribution",201503,2938,3944.13,137.21,2712.88,2.69,60.91
14266,"JP Power Ven.","NSE","JPPOWER","Power Generation And Supply","Power Generation & Distribution",201603,2938,3883.68,-294.5,2392.84,2.69,60.91
14270,"Rupa & Co","NSE","RUPA","Textiles - Readymade Apparel","Readymade Garments/ Apparells",201103,7.96,638.5,32.02,67.81,0.53,13.35
14270,"Rupa & Co","NSE","RUPA","Textiles - Readymade Apparel","Readymade Garments/ Apparells",201203,7.96,698.79,41.52,87.38,0.53,13.35
14270,"Rupa & Co","NSE","RUPA","Textiles - Readymade Apparel","Readymade Garments/ Apparells",201303,7.96,816.42,61.76,119.02,0.53,13.35
14270,"Rupa & Co","NSE","RUPA","Textiles - Readymade Apparel","Readymade Garments/ Apparells",201403,7.96,894.1,62.06,131.44,0.53,13.35
14270,"Rupa & Co","NSE","RUPA","Textiles - Readymade Apparel","Readymade Garments/ Apparells",201503,7.96,969.07,65.71,138.88,0.53,13.35
14270,"Rupa & Co","NSE","RUPA","Textiles - Readymade Apparel","Readymade Garments/ Apparells",201603,7.96,1013.03,77.95,147.39,0.53,13.35
14275,"Quintegra Soln.","NSE","QUINTEGRA","Computers - Software - Medium / Small","IT - Software",201103,26.81,17.07,-108.88,-94.51,0,0
14275,"Quintegra Soln.","NSE","QUINTEGRA","Computers - Software - Medium / Small","IT - Software",201203,26.81,12.85,-39.34,-22.39,0,0
14275,"Quintegra Soln.","NSE","QUINTEGRA","Computers - Software - Medium / Small","IT - Software",201303,26.81,12.27,-15.38,1.23,0,0
14275,"Quintegra Soln.","NSE","QUINTEGRA","Computers - Software - Medium / Small","IT - Software",201403,26.81,10.28,-3.25,9.63,0,0
14275,"Quintegra Soln.","NSE","QUINTEGRA","Computers - Software - Medium / Small","IT - Software",201503,26.81,1.18,-1.63,-0.97,0,0
14275,"Quintegra Soln.","NSE","QUINTEGRA","Computers - Software - Medium / Small","IT - Software",201603,26.81,0,-0.2,0.29,0,0
